entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,is_exogenous,family_key,display_name,merged_from,complex_type,is_virtual,components,critical_components,assembly_condition,notes
molecule.ecocyc.Bmp1-dibromopyrrole-2-carboxylate,small_molecule,"a 4,5-dibromo-1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]",,low,absent|low|medium|high,EcoCyc compound Bmp1-dibromopyrrole-2-carboxylate,,,EcoCyc,Bmp1-dibromopyrrole-2-carboxylate,EcoCyc:Bmp1-dibromopyrrole-2-carboxylate,false,true,sm:name:a 4 5 dibromo 1h pyrrole 2 carbonyl bmp1 prolyl carrier protein,"a 4,5-dibromo-1H-pyrrole-2-carbonyl-[Bmp1 prolyl-carrier protein]",molecule.ecocyc.Bmp1-dibromopyrrole-2-carboxylate,,,,,,
molecule.ecocyc.Protein-Lysine-Aminocarbinol,small_molecule,an N6-(1-hydroxy-2-oxopropyl)-[protein]-L-lysine,,low,absent|low|medium|high,EcoCyc compound Protein-Lysine-Aminocarbinol,,,EcoCyc,Protein-Lysine-Aminocarbinol,EcoCyc:Protein-Lysine-Aminocarbinol|METANETX:MNXM164446,false,true,sm:name:an n6 1 hydroxy 2 oxopropyl protein l lysine,an N6-(1-hydroxy-2-oxopropyl)-[protein]-L-lysine,molecule.ecocyc.Protein-Lysine-Aminocarbinol,,,,,,
molecule.ecocyc.CPD-18651,small_molecule,a dimycocerosyl phthiodiolone,DIM B,low,absent|low|medium|high,"CPD-18580 Phthiocerol glycolipids have been found in many species of TAX-1762. The two secondary alcohol functions are often esterified by Mycocerosic-Acids ""mycocerosic acids"" . While the generic term DIM has been used to refer to dimycocerosyl phthiocerol, there is a distinction between DIM A (CPD-18612) and DIM B - CPD-18651 . Both DIM and CPD-18579 (PGL) are important virulence factors.",,,EcoCyc,CPD-18651,EcoCyc:CPD-18651|METANETX:MNXM166782,false,true,sm:name:a dimycocerosyl phthiodiolone,a dimycocerosyl phthiodiolone,molecule.ecocyc.CPD-18651,,,,,,
molecule.ecocyc.Chalcones,small_molecule,a chalcone,a chalconoid,low,absent|low|medium|high,"Chalcones are a family of ketones that includes CHALCONE-CMPD 1,3-diphenylpropenone or its derivatives formed by substitution.",,,EcoCyc,Chalcones,EcoCyc:Chalcones|SEED:cpd26687|METANETX:MNXM16644|CHEBI:23086|LIGAND-CPD:C15589,false,true,sm:chebi:23086,a chalcone,molecule.ecocyc.Chalcones,,,,,,
molecule.ecocyc.Flavanol-glycosides,small_molecule,a flavanol glycoside,,low,absent|low|medium|high,EcoCyc compound Flavanol-glycosides,,,EcoCyc,Flavanol-glycosides,EcoCyc:Flavanol-glycosides,false,true,sm:name:a flavanol glycoside,a flavanol glycoside,molecule.ecocyc.Flavanol-glycosides,,,,,,
molecule.ecocyc.Guaiacylglycerol-guaiacyl-ether,small_molecule,guaiacylglycerol-β-guaiacyl ether,GGE,low,absent|low|medium|high,EcoCyc compound Guaiacylglycerol-guaiacyl-ether,,,EcoCyc,Guaiacylglycerol-guaiacyl-ether,EcoCyc:Guaiacylglycerol-guaiacyl-ether,false,true,sm:name:guaiacylglycerol guaiacyl ether,guaiacylglycerol-β-guaiacyl ether,molecule.ecocyc.Guaiacylglycerol-guaiacyl-ether,,,,,,(C 17)
molecule.ecocyc.Aldaric-Acids,small_molecule,an aldaric acid,,low,absent|low|medium|high,Aldaric acid are dicarboxylic acids formed from aldoses by replacement of both terminal groups (CHO and CH2OH) by carboxy groups.,,,EcoCyc,Aldaric-Acids,EcoCyc:Aldaric-Acids|CHEBI:22290,false,true,sm:chebi:22290,an aldaric acid,molecule.ecocyc.Aldaric-Acids,,,,,,
molecule.ecocyc.CPD-20973,small_molecule,lariciresinol,,low,absent|low|medium|high,EcoCyc compound CPD-20973,,,EcoCyc,CPD-20973,EcoCyc:CPD-20973|PUBCHEM:134203,false,true,sm:name:lariciresinol,lariciresinol (CPD-20973 #3),molecule.ecocyc.CPD-20973,,,,,,(C 20)
molecule.ecocyc.Metal-Ions,small_molecule,a metal cation,,low,absent|low|medium|high,EcoCyc compound Metal-Ions,,,EcoCyc,Metal-Ions,EcoCyc:Metal-Ions|CHEBI:25213,false,true,sm:chebi:25213,a metal cation,molecule.ecocyc.Metal-Ions,,,,,,
molecule.ecocyc.D-Ketoses,small_molecule,a D-ketose,,low,absent|low|medium|high,EcoCyc compound D-Ketoses,,,EcoCyc,D-Ketoses,EcoCyc:D-Ketoses,false,true,sm:name:a d ketose,a D-ketose,molecule.ecocyc.D-Ketoses,,,,,,
molecule.ecocyc.LIGNAN,small_molecule,a lignan,,low,absent|low|medium|high,"Lignans are dimers formed from β-β' linkages between monolignols (COUMARYL-ALCOHOL, CONIFERYL-ALCOHOL and SINAPYL-ALCOHOL), which in turn are formed from the hydroxycinnamic acids COUMARATE, FERULIC-ACID and SINAPATE, respectively . They are found in plants and many algae, where they function as defense molecules against herbivores and microorganisms .",,,EcoCyc,LIGNAN,EcoCyc:LIGNAN,false,true,sm:name:a lignan,a lignan,molecule.ecocyc.LIGNAN,,,,,,
molecule.ecocyc.Sterols,small_molecule,a sterol,,low,absent|low|medium|high,Sterols are steroids carrying a hydroxyl group at C-3 and most of the skeleton of cholestane. Additional carbon atoms may be present in the side chain.,,,EcoCyc,Sterols,EcoCyc:Sterols|HMDB:HMDB60512|METANETX:MNXM82761|CHEBI:15889|LIGAND-CPD:C00370,false,true,sm:chebi:15889,a sterol,molecule.ecocyc.Sterols,,,,,,
molecule.ecocyc.Benzenes,small_molecule,a benzene,,low,absent|low|medium|high,This class includes any benzenoid aromatic compound consisting of the benzene skeleton and its substituted derivatives.,,,EcoCyc,Benzenes,EcoCyc:Benzenes|CHEBI:22712,false,true,sm:chebi:22712,a benzene,molecule.ecocyc.Benzenes,,,,,,audit_collides_with=molecule.ecocyc.Benzenes
molecule.ecocyc.Organic-Polycyclic-Compounds,small_molecule,an organic polycyclic compound,,low,absent|low|medium|high,EcoCyc compound Organic-Polycyclic-Compounds,,,EcoCyc,Organic-Polycyclic-Compounds,EcoCyc:Organic-Polycyclic-Compounds|CHEBI:51958,false,true,sm:chebi:51958,an organic polycyclic compound,molecule.ecocyc.Organic-Polycyclic-Compounds,,,,,,
molecule.ecocyc.Cellulose-D-Gluconate,small_molecule,[(1→4)-β-D-glucosyl]n-1-(1→4)-D-gluconate,,low,absent|low|medium|high,EcoCyc compound Cellulose-D-Gluconate,,,EcoCyc,Cellulose-D-Gluconate,EcoCyc:Cellulose-D-Gluconate|METANETX:MNXM166722,false,true,sm:name:1 4 d glucosyl n 1 1 4 d gluconate,[(1→4)-β-D-glucosyl]n-1-(1→4)-D-gluconate,molecule.ecocyc.Cellulose-D-Gluconate,,,,,,
molecule.ecocyc.Isolichenin,small_molecule,isolichenan,isolichenin,low,absent|low|medium|high,"Isolichenin Isolichenin is a complex glucan characterized from from Iceland Moss (TAX-78064). It consists solely of D-glucose residues united by α(1-3)- and β(1-4)-glucosidic linkages which are present in the relative proportion of 3:2. The molecule appears to be linear, with an average chain length of 42-44 glucose residues .",,,EcoCyc,Isolichenin,EcoCyc:Isolichenin,false,true,sm:name:isolichenan,isolichenan,molecule.ecocyc.Isolichenin,,,,,,
molecule.ecocyc.CPD-15011,small_molecule,an N-acetyl-β-D-galactosaminyl-(1→4)-[α-N-acetylneuraminyl-(2→3)]-β-D-galactosyl-(1→4)-β-D-glucosyl-(1↔1)-ceramide,"an N-acetyl-D-galactosaminyl-1,4-α-N-acetylneuraminyl-2,3-α-D-galactosyl-1,4-β-D-glucosylceramide|an N-acetyl-α-D-galactosaminyl-1,4-(α-N-acetylneuraminyl)-2,3-α-D-galactosyl-1,4-β-D-glucosylceramide",low,absent|low|medium|high,EcoCyc compound CPD-15011,,,EcoCyc,CPD-15011,EcoCyc:CPD-15011|METANETX:MNXM147185,false,true,sm:name:an n acetyl d galactosaminyl 1 4 n acetylneuraminyl 2 3 d galactosyl 1 4 d glucosyl 1 1 ceramide,an N-acetyl-β-D-galactosaminyl-(1→4)-[α-N-acetylneuraminyl-(2→3)]-β-D-galactosyl-(1→4)-β-D-glucosyl-(1↔1)-ceramide,molecule.ecocyc.CPD-15011,,,,,,
molecule.ecocyc.Uronates,small_molecule,a uronate,a uronic acid,low,absent|low|medium|high,Uronic acids are carbohydrate acids formally derived by oxidation of the terminal hydroxyl group of any Aldoses aldose or Ketoses ketose to a carboxy group.,,,EcoCyc,Uronates,EcoCyc:Uronates|CHEBI:27252,false,true,sm:chebi:27252,a uronate,molecule.ecocyc.Uronates,,,,,,
molecule.ecocyc.Altrose,small_molecule,altrose,,low,absent|low|medium|high,EcoCyc compound Altrose,,,EcoCyc,Altrose,EcoCyc:Altrose|CHEBI:37708,false,true,sm:chebi:37708,altrose,molecule.ecocyc.Altrose,,,,,,
molecule.ecocyc.6-Sulfo-sLex-Antigen,small_molecule,a 6-sulfo-sialyl Lewis x epitope,an sLex antigen|αNeuNAc-(2→3)-βGal-(1→4)-[αFuc-(1→3]-6-sulfo-βGlcNAc-[protein]|a 6-sulfo sialyl Lewis x antigen,low,absent|low|medium|high,"The sialyl Lewis-X (SLeX) antigen is expressed on glycolipids and glycoproteins on the cell surfaces. In adults, SLeX antigen is expressed principally on the surfaces of granulocytic cells. It plays an important role during early steps of inflammatory response as a ligand of the three known selectins - E-selectin (also known as endothelial leucocyte adhesion molecules, ELAM-1), P-Selectin, and L-selectin, resulting in the capture of leucocytes from the plasma and their attachment to blood endothelial cells . The antigen is expressed in high frequency in tumor tissue where it plays a role in adhesion between tumor cells and blood endothelial cells during tumor metastases . The SLeX antigen is synthesized from B-Gal-14-NacGlc-R by the action of two enzymes, EC-2.4.3.6 and EC-2.4.1.152 .",,,EcoCyc,6-Sulfo-sLex-Antigen,EcoCyc:6-Sulfo-sLex-Antigen|METANETX:MNXM166762,false,true,sm:name:a 6 sulfo sialyl lewis x epitope,a 6-sulfo-sialyl Lewis x epitope,molecule.ecocyc.6-Sulfo-sLex-Antigen,,,,,,
molecule.ecocyc.O-acylpseudotropines,small_molecule,an O-acylpseudotropine,,low,absent|low|medium|high,EcoCyc compound O-acylpseudotropines,,,EcoCyc,O-acylpseudotropines,EcoCyc:O-acylpseudotropines|SEED:cpd17512|CHEBI:52657|METANETX:MNXM96089|LIGAND-CPD:C17378,false,true,sm:chebi:52657,an O-acylpseudotropine,molecule.ecocyc.O-acylpseudotropines,,,,,,
molecule.ecocyc.3-Oxo-Delta-4-Steroids,small_molecule,a 3-oxo-Δ4-steroid,,low,absent|low|medium|high,EcoCyc compound 3-Oxo-Delta-4-Steroids,,,EcoCyc,3-Oxo-Delta-4-Steroids,EcoCyc:3-Oxo-Delta-4-Steroids|SEED:cpd00474|METANETX:MNXM3853|CHEBI:47909|LIGAND-CPD:C00619,false,true,sm:chebi:47909,a 3-oxo-Δ4-steroid,molecule.ecocyc.3-Oxo-Delta-4-Steroids,,,,,,
molecule.ecocyc.Histone-N-o-methyl-arginines,small_molecule,[histone]-Nω-methyl-arginine,,low,absent|low|medium|high,EcoCyc compound Histone-N-o-methyl-arginines,,,EcoCyc,Histone-N-o-methyl-arginines,EcoCyc:Histone-N-o-methyl-arginines|SEED:cpd27253|METANETX:MNXM18504|CHEBI:5736|LIGAND-CPD:C05320,false,true,sm:chebi:5736,[histone]-Nω-methyl-arginine,molecule.ecocyc.Histone-N-o-methyl-arginines,,,,,,
molecule.ecocyc.Histone-L-arginines,small_molecule,[histone]-L-arginine,,low,absent|low|medium|high,EcoCyc compound Histone-L-arginines,,,EcoCyc,Histone-L-arginines,EcoCyc:Histone-L-arginines|SEED:cpd27252|METANETX:MNXM18503|CHEBI:5735|LIGAND-CPD:C05206,false,true,sm:chebi:5735,[histone]-L-arginine,molecule.ecocyc.Histone-L-arginines,,,,,,
molecule.ecocyc.DNA-With-Hypoxanthines,small_molecule,a hypoxanthine in DNA,a 2'-deoxyinosine in DNA,low,absent|low|medium|high,EcoCyc compound DNA-With-Hypoxanthines,,,EcoCyc,DNA-With-Hypoxanthines,EcoCyc:DNA-With-Hypoxanthines|SEED:cpd26902|METANETX:MNXM17373,false,true,sm:name:a hypoxanthine in dna,a hypoxanthine in DNA,molecule.ecocyc.DNA-With-Hypoxanthines,,,,,,
molecule.ecocyc.Protein-L-Methionine-S-Oxides,small_molecule,a protein-L-methionine-S-oxide,a peptide-L-methionine-S-oxide,low,absent|low|medium|high,This compound class stands for generic and unspecified protein L-methionine S-oxides.,,,EcoCyc,Protein-L-Methionine-S-Oxides,EcoCyc:Protein-L-Methionine-S-Oxides,false,true,sm:name:a protein l methionine s oxide,a protein-L-methionine-S-oxide,molecule.ecocyc.Protein-L-Methionine-S-Oxides,,,,,,
molecule.ecocyc.Plant-Hormones,small_molecule,a plant hormone,,low,absent|low|medium|high,"Plant hormones include: Ethylene, Cytokinines, Auxins, Gibberellins, Brassinosteroids, abscisic acid",,,EcoCyc,Plant-Hormones,EcoCyc:Plant-Hormones,false,true,sm:name:a plant hormone,a plant hormone,molecule.ecocyc.Plant-Hormones,,,,,,
molecule.ecocyc.13-Sial-Gal-N-glycans,small_molecule,a {β-D-Gal-(1→4)-β-D-GlcNAc-(1→2)-[β-D-Gal-(1→4)-β-D-GlcNAc-(1→4)]-α-D-Man-(1→3)-[α-D-Sial-(2→3)-β-D-Gal-(1→4)-β-D-GlcNAc-(1→2)-[β-D-Gal-(1→4)-β-D-GlcNAc-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-β-D-GlcNAc}-N-Asn-[protein],,low,absent|low|medium|high,EcoCyc compound 13-Sial-Gal-N-glycans,,,EcoCyc,13-Sial-Gal-N-glycans,EcoCyc:13-Sial-Gal-N-glycans,false,true,sm:name:a d gal 1 4 d glcnac 1 2 d gal 1 4 d glcnac 1 4 d man 1 3 d sial 2 3 d gal 1 4 d glcnac 1 2 d gal 1 4 d glcnac 1 6 d man 1 6 d man 1 4 d glcnac 1 4 d glcnac n asn protein,a {β-D-Gal-(1→4)-β-D-GlcNAc-(1→2)-[β-D-Gal-(1→4)-β-D-GlcNAc-(1→4)]-α-D-Man-(1→3)-[α-D-Sial-(2→3)-β-D-Gal-(1→4)-β-D-GlcNAc-(1→2)-[β-D-Gal-(1→4)-β-D-GlcNAc-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-β-D-GlcNAc}-N-Asn-[protein],molecule.ecocyc.13-Sial-Gal-N-glycans,,,,,,
molecule.ecocyc.Fatty-Alcohols,small_molecule,a fatty alcohol,,low,absent|low|medium|high,"Fatty alcohols are aliphatic Alcohols alcohols consisting of a chain of 3 or more carbon atoms. They may be saturated or unsaturated and may be branched or unbranched. Many enzymes that act on Fatty-Acids ""fatty acids"", as well as the corresponding Fatty-Acyl-CoAs ""fatty acyl-CoAs"", Fatty-Alcohols alcohols, and Fatty-Aldehydes aldehydes, have evolved to recognize substrates with a limited range of chain lengths. To classify these enzymes, it is helpful to divide the substrates into smaller groups based on their chain length. The following subgroups have been defined: Short-Chain-Alcohols ""Short-chain alcohols"" have 3-5 carbons in the longest chain. Medium-Chain-Alcohols ""Medium-chain alcohols"" have 6-12 carbons in the longest chain. Long-chain-alcohols ""Long-chain alcohols"" have 13-22 carbons in the longest chain. Very-Long-Chain-Alcohols ""Very-long-chain alcohols"" have 23-27 carbons in the longest chain. Ultra-Long-Chain-Alcohols ""Ultra-long-chain alcohols"" have more than 27 carbons in the longest chain.",,,EcoCyc,Fatty-Alcohols,EcoCyc:Fatty-Alcohols|CHEBI:24026,false,true,sm:chebi:24026,a fatty alcohol,molecule.ecocyc.Fatty-Alcohols,,,,,,
molecule.ecocyc.Cycloisomaltooligosaccharides,small_molecule,a cycloisomaltooligosaccharide,,low,absent|low|medium|high,EcoCyc compound Cycloisomaltooligosaccharides,,,EcoCyc,Cycloisomaltooligosaccharides,EcoCyc:Cycloisomaltooligosaccharides|SEED:cpd26769|METANETX:MNXM16971,false,true,sm:name:a cycloisomaltooligosaccharide,a cycloisomaltooligosaccharide,molecule.ecocyc.Cycloisomaltooligosaccharides,,,,,,
molecule.ecocyc.Carotenoid-beta-end-group,small_molecule,a carotenoid β-end group,a carotenoid φ-end group|a carotenoid χ-end group|a carotenoid ψ-end group|a carotenoid ε-end group,low,absent|low|medium|high,"Carotenoids that contains this type of end group are found in green sulfur bacteria, some cyanobacteria and some actinobacteria. Examples for such compounds include CPD-20625, CPD-20626, and CPD-20624.",,,EcoCyc,Carotenoid-beta-end-group,SEED:cpd26679|SEED:cpd26677|EcoCyc:Carotenoid-phi-end-group|EcoCyc:Carotenoid-beta-end-group|EcoCyc:Carotenoid-epsilon-end-group|EcoCyc:Carotenoid-chi-end-group|EcoCyc:Carotenoid-psi-end-group|SEED:cpd26678|METANETX:MNXM7152|METANETX:MNXM10892|METANETX:MNXM10891,false,true,sm:name:a carotenoid end group,a carotenoid β-end group,molecule.ecocyc.Carotenoid-beta-end-group|molecule.ecocyc.Carotenoid-chi-end-group|molecule.ecocyc.Carotenoid-epsilon-end-group|molecule.ecocyc.Carotenoid-phi-end-group|molecule.ecocyc.Carotenoid-psi-end-group,,,,,,
molecule.ecocyc.Aminoglycoside-Antibiotics,small_molecule,an aminoglycoside antibiotic,,low,absent|low|medium|high,"The aminoglycosides are a class of clinical antibiotics that interact with bacterial ribosomal RNA and inhibit protein synthesis. The majority of the aminoglycosides consist of a unique aminocyclitol CPD-10151 core, which is decorated with various aminosugars, leading to diverse structural molecules,including Kanamycins kanamycin, CPD-14154 tobramycin, Gentamycins gentamycin, CPD-14143 ribostamycin, CPD-14140 butirosin, Neomycins neomycin, CPD-14177, Lividomycins lividomycin, CPD-14157 apramycin, and HYGROMYCIN-B. Other groups of aminoglycosides contain cyclitols either derived from either MYO-INOSITOL or from D-SEDOHEPTULOSE-7-P.",,,EcoCyc,Aminoglycoside-Antibiotics,EcoCyc:Aminoglycoside-Antibiotics,false,true,sm:name:an aminoglycoside antibiotic,an aminoglycoside antibiotic,molecule.ecocyc.Aminoglycoside-Antibiotics,,,,,,
molecule.ecocyc.Aromatic-L-Amino-Acids,small_molecule,an aromatic L-amino acid,,low,absent|low|medium|high,EcoCyc compound Aromatic-L-Amino-Acids,,,EcoCyc,Aromatic-L-Amino-Acids,EcoCyc:Aromatic-L-Amino-Acids|METANETX:MNXM97905,false,true,sm:name:an aromatic l amino acid,an aromatic L-amino acid,molecule.ecocyc.Aromatic-L-Amino-Acids,,,,,,
molecule.ecocyc.Cellulose-D-glucono-1-5-lactone,small_molecule,"[(1→4)-β-D-glucosyl]n-1-(1→4)-D-glucono-1,5-lactone",,low,absent|low|medium|high,EcoCyc compound Cellulose-D-glucono-1-5-lactone,,,EcoCyc,Cellulose-D-glucono-1-5-lactone,EcoCyc:Cellulose-D-glucono-1-5-lactone|METANETX:MNXM163702,false,true,sm:name:1 4 d glucosyl n 1 1 4 d glucono 1 5 lactone,"[(1→4)-β-D-glucosyl]n-1-(1→4)-D-glucono-1,5-lactone",molecule.ecocyc.Cellulose-D-glucono-1-5-lactone,,,,,,
molecule.ecocyc.Imidazolidines,small_molecule,an imidazolidine,,low,absent|low|medium|high,EcoCyc compound Imidazolidines,,,EcoCyc,Imidazolidines,EcoCyc:Imidazolidines,false,true,sm:name:an imidazolidine,an imidazolidine,molecule.ecocyc.Imidazolidines,,,,,,(C 3)
molecule.ecocyc.LYSOSOMAL-ENZYME-N-ETCETERA-MANNOSE,small_molecule,an α-D-GlcNAc-(phospho)-6-α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-L-asparaginyl-[lysosomal protein],,low,absent|low|medium|high,The N-acetylglucosamine phosphate group can attach to one or more of the mannose residues.,,,EcoCyc,LYSOSOMAL-ENZYME-N-ETCETERA-MANNOSE,EcoCyc:LYSOSOMAL-ENZYME-N-ETCETERA-MANNOSE|SEED:cpd02909|METANETX:MNXM93556|LIGAND-CPD:C04789,false,true,sm:name:an d glcnac phospho 6 d man 1 2 d man 1 2 d man 1 3 d man 1 2 d man 1 3 d man 1 6 d man 1 6 d man 1 4 d glcnac 1 4 d glcnac l asparaginyl lysosomal protein,an α-D-GlcNAc-(phospho)-6-α-D-Man-(1→2)-α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→2)-α-D-Man-(1→3)-[α-D-Man-(1→6)]-α-D-Man-(1→6)]-β-D-Man-(1→4)-β-D-GlcNAc-(1→4)-α-D-GlcNAc-L-asparaginyl-[lysosomal protein],molecule.ecocyc.LYSOSOMAL-ENZYME-N-ETCETERA-MANNOSE,,,,,,
molecule.ecocyc.Omega-3-Fatty-Acids,small_molecule,a ω-3 fatty acid,,low,absent|low|medium|high,"Omega 3 fatty acids (popularly referred to as ω-3 fatty acids or n-3 fatty acids) are fats commonly found in marine and plant oils. They are polyunsaturated fatty acids with a double bond (C=C) starting after the third carbon atom from the end of the carbon chain. The fatty acids have two endsthe acid (COOH) end and the methyl (CH3) end. The location of the first double bond is counted from the methyl end, which is also known as the omega (ω) end or the n end.",,,EcoCyc,Omega-3-Fatty-Acids,EcoCyc:Omega-3-Fatty-Acids|CHEBI:25681,false,true,sm:chebi:25681,a ω-3 fatty acid,molecule.ecocyc.Omega-3-Fatty-Acids,,,,,,
molecule.ecocyc.Sphinga-4-8-dienine-18-O-Ceramides,small_molecule,"an N-(stearoyl)-sphinga-4,8-dienine","an octadecanoyl-4,8-sphingadienine|a 4,8-sphingadienine-stearic acid|an N-octadecanoyl-4,8-sphingadienine|a 4,8-sphingadienine-octadecanoate|a 4,8-sphingadienine-octadecanoic acid|a 4,8-sphingadienine-18:0|a sphinga-4,8-dienine-18:0-ceramide|a 4,8-sphingadienine-18:0, ceramide|an N-(octadecanoyl)-sphinga-4,8-dienine",low,absent|low|medium|high,"Compounds in this class are ceramides formed from a saturated 18-carbon fatty acid (octadecanoate) and the long chain base (LCB) sphinga-(4,8)-dienine. They have a molecular formula of C36H69NO3. In plants, there is commonly a mixture of ceramides with the double bond at position 8 in the LCB in cis and trans configurations, whereas the double bond at the 4 position is generally in the trans configuration .",,,EcoCyc,Sphinga-4-8-dienine-18-O-Ceramides,EcoCyc:Sphinga-4-8-dienine-18-O-Ceramides,false,true,sm:name:an n stearoyl sphinga 4 8 dienine,"an N-(stearoyl)-sphinga-4,8-dienine",molecule.ecocyc.Sphinga-4-8-dienine-18-O-Ceramides,,,,,,(C 36)
molecule.ecocyc.Cyclic-Terpene-Ketones,small_molecule,a cyclic terpene ketone,,low,absent|low|medium|high,EcoCyc compound Cyclic-Terpene-Ketones,,,EcoCyc,Cyclic-Terpene-Ketones,EcoCyc:Cyclic-Terpene-Ketones,false,true,sm:name:a cyclic terpene ketone,a cyclic terpene ketone,molecule.ecocyc.Cyclic-Terpene-Ketones,,,,,,
molecule.ecocyc.Fucoidans,small_molecule,a fucoidan,,low,absent|low|medium|high,"Fucoidan is a generic term used to describe sulfated polysaccharides (MW: average 20,000) found in various species of brown algae such as kombu (edible kelp from mostly the family TAX-33636), limu moui (TAX-86906), bladder wrack (TAX-49266), wakame (TAX-74381), mozuku (TAX-309737), and hijiki (TAX-590727). Fucoidan was first reported in 1913 under the name fucoidin , but the name was changed in 1959 to conform with polysaccharide nomenclature . Fucoidan structure can be divided into two groups depending on their sources: one group includes TAX-33637 species that have their central chains composed by (1→3)-linked α-L-fucopyranose residues ; a second group includes fucoidan isolated from TAX-52968 and TAX-3011 species that have their central chains composed of repeating (1→3) and (1→4) linked α-L-fucopyranose residues . Besides fucose and sulfate, the presence of monosaccharide residues such as mannose, galactose, glucose, xylose and uronic acids were also identified . Several fucose-containing polymers with less than 90% fucosyl residues have also been reported from brown algae and some of them were given names: ascophyllan or xylofucoglycuronan, isolated from TAX-52969, is based on a backbone of mannuronate with branches of 3-O-D-xylosyl-L-fucose-4-sulfate ; sargassan or glycuronofucoglycan, also isolated from TAX-52969, is based on linear chains of D-galactose with branches of L-fucose-3-sulfate or occasionally uronate . Other, generic names in use are F-fucoidan, which consists of mostly fucose , U-fucoidan, which contains approximately 20% of glucuronic acid, and G-fucoidan, which contains a substantial amount of galactose . Fucoidan has been reported to possess anti-tumoral , anti-coagulant , anti-viral and anti-inflamatory activities . It is used mainly in the cosm",,,EcoCyc,Fucoidans,EcoCyc:Fucoidans|METANETX:MNXM17930|LIGAND-CPD:C08253|CHEBI:5181,false,true,sm:chebi:5181,a fucoidan,molecule.ecocyc.Fucoidans,,,,,,
molecule.ecocyc.Furanocoumarins,small_molecule,a furanocoumarin,a furocoumarin,low,absent|low|medium|high,"The Furanocoumarins furanocoumarins are one of the main groups of coumarins. Their synthesis starts with the coupling of CPD-4211 to the coumarin CPD-8186, leading to formation of a skeleton that contains a furan ring fused with coumarin. Furanocoumarins are minor constituents in plants belonging to TAX-4037, TAX-3803, TAX-3487, and TAX-23513 families. They are natural toxins that protect the plants from insects, herbivory, and microbes. Production is triggered by several types of stresses, including fungal infections and stresses such as wounding or acid fog . Furanocoumarins are also toxic to humans. Direct contact with the sap from some plants containing furanocoumarins (such as TAX-380077) causes inflammation, burns and irritating sensitivity to sunlight . Some naturally occurring methoxy derivatives of furanocoumarins have been applied clinically, coupled with exposure to sunlight, to cure dermatological diseases for more than 2000 years. Linear furanocoumarins such as CPD-13042 and 5-METHOXYFURANOCOUMARIN are used in the clinic in combination with UV radiation to treat several diseases, such as mycosis fungoides, vitiligo and psoriasis. Several clinical trials are ongoing to evaluate furanocoumarins potential to treat additional conditions, such as graft versus host disease, Crohn's disease, and several cancer types . A well documented toxicity of furanocoumarins is related to their inhibition of cytochrome P450 (CYP) enzymes . An example is the interaction of furanocoumarins produced by grapefruit with HS08544-MONOMER (CYP3A4), an enzyme that is involved in the bioinactivation of about 50% of all drugs currently used, resulting in enhanced systemic drug concentration through impaired drug metabolism, and leading to recommendation to avoid grapefruit while taking ",,,EcoCyc,Furanocoumarins,EcoCyc:Furanocoumarins|CHEBI:24128,false,true,sm:chebi:24128,a furanocoumarin,molecule.ecocyc.Furanocoumarins,,,,,,
molecule.ecocyc.Catechols,small_molecule,a catechol,"l|a 1,2-dihydroxybenzene|a 1,2-benzenediol|an ortho-benzenediol",low,absent|low|medium|high,EcoCyc compound Catechols,,,EcoCyc,Catechols,EcoCyc:Catechols,false,true,sm:name:a catechol,a catechol,molecule.ecocyc.Catechols,,,,,,
molecule.ecocyc.Cutin-Monomers,small_molecule,a cutin monomer,cutin monomer,low,absent|low|medium|high,"There are two major monomer families of cutin, the C16 and C18 families. The C16 family consists mainly of 16-hydroxy palmitic acid and 9,16 or 10,16-dihydroxypalmitic acid. The C18 family consists mainly of 18-hydroxyoleic acid, 9,10-epoxy-18-hydroxystearic acid, and 9,10,18-trihydroxystearate.",,,EcoCyc,Cutin-Monomers,EcoCyc:Cutin-Monomers|METANETX:MNXM16935|LIGAND-CPD:C07300,false,true,sm:name:a cutin monomer,a cutin monomer,molecule.ecocyc.Cutin-Monomers,,,,,,
molecule.ecocyc.Mycocerosyl-CoA,small_molecule,a mycocerosyl-CoA,,low,absent|low|medium|high,"This is the acyl-CoA form of Mycocerosic-Acids ""mycocerosic acids"".",,,EcoCyc,Mycocerosyl-CoA,EcoCyc:Mycocerosyl-CoA,false,true,sm:name:a mycocerosyl coa,a mycocerosyl-CoA,molecule.ecocyc.Mycocerosyl-CoA,,,,,,
